iteration,objective,nnz,nnz_eff,weighted_l1,sum_w
342,328.6556178875429,269,227,0.8656364630317741,0.9992572815739312
343,328.6191180583134,268,227,0.8655360245496799,0.9992654100520443
344,328.58246394304194,268,226,0.8654368071286181,0.9992751088240266
345,328.552517723152,265,226,0.8653562037471741,0.9992853831792277
346,328.52207008711514,263,226,0.8652798279042027,0.9993052103099768
347,328.48169231659705,258,225,0.8651650724305944,0.9993142068833905
348,328.43309130829095,256,224,0.8650136582669158,0.9993085190733758
349,328.39127852219957,258,224,0.8648777779316585,0.9992989637557086
350,328.34183114613836,256,224,0.8647261444638965,0.999294986536901
351,328.2956584579112,254,224,0.8645870952817055,0.9992933384685988
352,328.24850288748814,254,224,0.864462531637537,0.9993054829692782
353,328.207087692094,250,224,0.8643497630947882,0.9993102820214382
354,328.1751583326351,255,225,0.8642646590886406,0.9993115186286572
355,328.13613961603744,251,225,0.8641556987775915,0.9993044413439831
356,328.09371386421816,252,225,0.8640374153872495,0.9992939547657534
357,328.04692264073776,259,224,0.8639175369078154,0.9992927354727147
358,328.0052719460857,257,224,0.8638085494349962,0.9992849088651288
359,327.9663947306529,260,224,0.8637134573684542,0.999281023332332
360,327.9283753287243,260,225,0.8636300202864705,0.9992854456157555
361,327.8895793601997,258,226,0.8635448589685144,0.9992887004224895
362,327.8513863080836,257,224,0.8634575929307511,0.9992856124088706
363,327.8160069472563,256,224,0.8633846597333252,0.9992888304169975
364,327.78099770681695,253,223,0.863313816328316,0.9992918980429208
365,327.74344929700004,252,223,0.863232684020229,0.9992905594858598
366,327.7034044214506,251,223,0.8631447764632165,0.9992888678225252
367,327.66517791293893,248,223,0.8630666148345465,0.9992916111765876
368,327.63279087701954,248,223,0.8630003297458457,0.9992887433023745
369,327.5966314549357,248,223,0.8629269042051887,0.9992896693340139
370,327.56145893894586,247,223,0.8628618457284662,0.9992980449825974
371,327.52783283373196,248,222,0.8627928116354002,0.9992994208494839
372,327.4898708413774,247,222,0.8627066121305553,0.999295016000963
373,327.449414806201,246,222,0.8626064789450696,0.9992827560123021
374,327.4126791836438,246,223,0.8625171896330397,0.9992706416680109
375,327.3776776678273,247,222,0.8624397883402302,0.9992658790387207
376,327.34827298881595,247,222,0.8623878128362785,0.9992712805413686
377,327.3142135285016,247,221,0.8623229729084878,0.9992762487789233
378,327.2755506278918,244,220,0.8622417061246848,0.9992775485717815
379,327.25109471535893,244,220,0.8621919474574717,0.9992723064951834
380,327.22728860216256,243,218,0.8621464035056524,0.9992738885698539
381,327.2148836847063,243,218,0.8621402168408631,0.9992855950540682
382,327.20001342070316,243,216,0.8621266093529607,0.9992980899935322
383,327.1738206482846,241,216,0.8620736508318789,0.9993028224092844
384,327.1392236840528,242,216,0.8619988088708312,0.9993094750459061
385,327.10211933644683,239,216,0.8618999083951419,0.9993003591847591
386,327.06730767916883,241,216,0.8617992414093165,0.9992864015537974
387,327.02769643943657,241,215,0.8616866449732669,0.9992791868403035
388,326.9920230672704,243,215,0.8615826233406655,0.9992734200522879
389,326.95299914850807,242,216,0.861475177180123,0.9992792120353041
390,326.9164242073037,241,216,0.8613687899394679,0.999281951979494
391,326.8941302432465,240,216,0.861303645717318,0.9992891968125952
392,326.86739092100277,236,214,0.8612267479572351,0.9992982816212658
393,326.84203531207936,237,214,0.861142324992521,0.9992942093568983
394,326.81429439006394,237,212,0.861051618720182,0.999290645655231
395,326.7803115516689,236,211,0.8609454244401257,0.99928857436957
396,326.74218927525266,238,212,0.8608327733424894,0.9992894574126322
397,326.7049369493269,237,211,0.8607214221743635,0.9992891035642043
398,326.676402181062,238,213,0.8606318846589386,0.9992867834539347
399,326.64848956909253,238,214,0.8605398078389772,0.999279682922711
400,326.6244657544713,242,214,0.8604663780969021,0.9992816271865952
401,326.6085474024116,241,215,0.8604186571176344,0.9992879051543203
402,326.58918050269745,241,215,0.8603608496507533,0.9992949708397234
403,326.56670290215493,241,214,0.8602937256048324,0.9993023152722702
404,326.54056435283843,239,214,0.8602118253098038,0.9993053488622033
405,326.511078990692,236,215,0.8601137790972326,0.9993008595639723
406,326.47882518978986,234,214,0.8600134996678754,0.9993037593205936
407,326.44303965059254,234,214,0.859905002901364,0.9993095871329426
408,326.4123002877765,233,214,0.8597987445459132,0.999302142468069
409,326.3872130243481,237,214,0.859709259664731,0.9992956185602008
410,326.36310210669416,238,214,0.8596365191695027,0.9993071339698393
411,326.33802422629105,236,214,0.8595531358351256,0.999310659721332
412,326.31335569368696,232,214,0.859469177118203,0.9993114781638526
413,326.2898920398729,231,213,0.8593967590172189,0.9993215289379549
414,326.26817529205425,231,214,0.8593188522296878,0.9993199638705691
415,326.2438263143635,229,212,0.8592317812896637,0.9993161577728864
416,326.2181794398992,228,211,0.8591467986511929,0.9993181578173911
417,326.19477879429047,229,211,0.8590620867268652,0.9993120918147426
418,326.1714621512233,230,211,0.8589798276236681,0.9993070108838185
419,326.14820963080547,231,211,0.8589042169816383,0.9993071494117826
420,326.12500315681376,231,211,0.8588340474129237,0.9993108820164717
421,326.10183278640733,230,211,0.8587625923155837,0.9993112878258786
422,326.078691540535,230,210,0.8586915771479926,0.9993102148828094
423,326.0622223109581,230,209,0.8586483758703032,0.9993197138872965
424,326.04330584851806,229,209,0.8585972099395549,0.9993282531923691
425,326.01892026373287,229,208,0.858525941712905,0.9993315616757761
426,325.9920165202454,227,208,0.8584413296810844,0.9993269642034118
427,325.9661129436221,227,208,0.8583652548250895,0.9993256651931309
428,325.94396846177995,228,208,0.8582934062282694,0.9993154493477808
429,325.93223535694545,229,208,0.8582598982063281,0.9993134980933546
430,325.9182414425246,229,208,0.8582259396398767,0.9993156825620153
431,325.8997828661287,229,208,0.85818157352886,0.9993178149024242
432,325.87689606760426,229,208,0.8581251778699076,0.9993180462721216
433,325.8516296618713,227,206,0.8580723330764057,0.9993280368299989
434,325.82494195368855,228,204,0.8580153778685708,0.9993364741049293
435,325.7953428968529,227,204,0.8579399470732674,0.99933194909324
436,325.7704374795076,224,203,0.8578678742032443,0.9993144931791393
437,325.74912173068054,227,202,0.8578079535221987,0.9992979029630699
438,325.7307658831857,234,200,0.8577714333720995,0.9992977237056897
439,325.7244315912822,233,200,0.8577757575537924,0.9993064898484691
440,325.72115812778554,227,200,0.85779239538306,0.9993229002840706
441,325.71449265642923,227,199,0.8577905123559146,0.9993325661216068
442,325.6995341431834,226,199,0.8577608480373442,0.999339966680572
443,325.68144302382495,224,200,0.8577149766513237,0.9993418675456383
444,325.65254703042876,221,200,0.8576315859198907,0.9993374626576018
445,325.6320427246651,224,200,0.857563023000411,0.9993239652023403
446,325.6127516558841,224,200,0.8574932041842998,0.9993061321842631
447,325.59026221747223,224,200,0.8574283249687675,0.9993013099205681
448,325.5649658970199,222,197,0.8573622035197761,0.9993007065526782
449,325.5419777497117,224,195,0.8572944488271508,0.9992919931599509
450,325.51924794699846,225,195,0.8572311972748257,0.9992890946147239
451,325.49310228801005,223,195,0.8571644945390382,0.9992951060366302
452,325.46685408542555,220,196,0.8570878819916063,0.9992903231344546
453,325.461498699626,221,195,0.8570707561348867,0.9992856358465562
454,325.45478533245307,222,196,0.857057962798843,0.9992885249153405
455,325.44351252605605,221,197,0.8570341206581216,0.9992919337885626
456,325.4228661090833,221,197,0.8569825986699574,0.9992923265637281
457,325.40063193870577,219,197,0.8569316005101453,0.9992974088697388
458,325.3821673491557,220,198,0.8568945101188012,0.9993055056974082
459,325.3654795776746,220,198,0.856851897078091,0.9993020334982087
460,325.3450194736983,215,198,0.8567886733031724,0.9992872921561936
461,325.32474864321784,216,198,0.8567334445387478,0.9992798443261484
462,325.30314373029614,215,198,0.8566663519089506,0.9992636925967522
463,325.28768021720254,221,196,0.8566173262037398,0.9992492790301034
464,325.27225664725444,227,196,0.8565750248024229,0.9992426187265301
465,325.256839055079,224,196,0.856537985670659,0.9992421319340338
466,325.24142675141854,223,195,0.8565022879425402,0.9992436006388667
467,325.22601617768436,223,195,0.856465103979121,0.9992440420722406
468,325.21059895145936,222,193,0.8564258547259265,0.9992428841669616
469,325.1954676564995,222,192,0.8563890659822865,0.9992456650338083
470,325.1853344585278,221,192,0.8563694532293853,0.9992522410410415
471,325.1749481157803,221,192,0.8563463682416523,0.9992550276193596
472,325.15884500946214,217,192,0.8563081613842384,0.9992573904818464
473,325.1445914020129,218,192,0.8562861966313103,0.9992753872004005
474,325.1421354158689,216,193,0.856279065075046,0.9992778994720461
475,325.1340016205561,216,193,0.8562422864967075,0.9992693768857802
476,325.12156780765986,215,192,0.8561856763777956,0.9992553061813122
477,325.10445523103,215,191,0.8561175601030331,0.9992462251031755
478,325.082217158591,215,191,0.8560396603913165,0.9992453419731808
479,325.05804240307907,214,190,0.8559543248897685,0.9992435810708686
480,325.0426564751013,213,189,0.8558891814679919,0.9992381984586398
481,325.03054880621175,214,188,0.8558419615882858,0.9992442425396175
482,325.0165778365224,210,188,0.8557846619350509,0.9992455912293267
483,325.00591697012766,211,188,0.8557436203306481,0.9992533562599069
484,325.0050353333104,210,188,0.8557252080730333,0.999254773629695
485,324.99985292268286,208,187,0.8557103952307547,0.9992699014184016
486,324.9854134265486,208,187,0.8556794464083461,0.9992896211100344
487,324.96470291801114,207,187,0.8556053485020367,0.9992783756657321
488,324.941299844758,206,188,0.855515625100778,0.9992577102218677
489,324.92889499284604,207,188,0.8554551923807507,0.999236945650075
490,324.91926166020795,221,188,0.8554122607508527,0.9992293023313453
491,324.9077403231176,216,187,0.8553722098377123,0.999232562196486
492,324.9008128652395,214,188,0.8553532528367482,0.9992469164584332
493,324.88844129657,209,188,0.855313736311416,0.9992563962007851
494,324.8735404527266,208,188,0.8552588938841046,0.9992567098423818
495,324.86079625553026,205,188,0.8552075861689529,0.9992540942045386
496,324.8565559972419,206,188,0.8551788418128525,0.9992501672742851
497,324.84759417054073,204,189,0.8551413803899695,0.9992510305341664
498,324.83391840839937,203,189,0.8550922977000182,0.9992533435800046
499,324.8154832244856,202,189,0.8550280279249176,0.9992528950983662
500,324.8014768366955,201,189,0.8549753008305359,0.9992494670769253
501,324.7902840607991,198,189,0.8549306539772017,0.9992472570354483
502,324.77906539094454,198,188,0.8548821845642847,0.999241152011606
503,324.76781652324337,202,188,0.8548346893297434,0.9992360731392204
504,324.7565310498521,205,186,0.8547895459995112,0.9992336024023307
505,324.7452031644765,206,186,0.8547461734262709,0.9992331755836833
506,324.7338386599859,205,186,0.8547043374761293,0.9992345339316976
507,324.7224696044083,205,185,0.8546645740516137,0.999238321029057
508,324.7110508141616,205,184,0.8546213651696807,0.9992383769536999
509,324.69957927209043,205,184,0.8545763810675568,0.999236509925862
510,324.68805435848964,205,184,0.8545313380239357,0.9992345801843386
511,324.6838972135322,204,186,0.8545118228101386,0.9992390092972019
512,324.6850877579191,205,185,0.8545116528806758,0.999249969386037
513,324.6799559315367,204,185,0.8544905992422611,0.999258655948781
514,324.66851884331123,202,185,0.854446171423954,0.9992621180356104
515,324.65120246926017,199,184,0.8543868524952944,0.9992675636035047
516,324.6360241551909,199,184,0.8543242863952007,0.9992627479271201
517,324.6178487854286,198,183,0.8542537562779609,0.9992580128230217
518,324.59789872062845,197,183,0.8541793610957397,0.9992537472187528
519,324.58677773395954,199,182,0.8541273828794536,0.999248520411796
520,324.5755056502735,203,182,0.8540761088208475,0.999245476829212
521,324.56430189208163,203,182,0.8540251476711366,0.9992418280299994
522,324.5530527471176,204,182,0.8539770227903625,0.999240707372931
523,324.5464862554952,203,182,0.8539647801422486,0.9992602717700441
524,324.53635436746,201,182,0.8539400663690088,0.9992734238535133
525,324.5202680853757,200,183,0.8538890476923765,0.9992732744005812
526,324.51017343307063,200,182,0.8538463216464975,0.9992643259025299
527,324.50138234858946,199,182,0.8538070679231982,0.9992556640591646
528,324.49002065959263,201,182,0.8537646428099352,0.9992516994365719
529,324.4760882304758,202,182,0.8537189247546384,0.9992522239192208
530,324.4648341625613,202,181,0.8536788721283726,0.9992498377286684
531,324.4537758942825,202,181,0.8536402236614214,0.9992473754640766
532,324.44265712066795,202,181,0.8536035621155829,0.9992462332823319
533,324.43147607559166,202,180,0.853568871610469,0.9992463943260823
534,324.4202333935173,202,179,0.8535355013306579,0.9992471557867915
535,324.40893075550855,202,179,0.8535028121191979,0.9992478333875063
536,324.3975702744309,202,179,0.8534704860886879,0.9992480986241523
537,324.38810970531523,201,178,0.8534499294436072,0.9992549367212737
538,324.3749895323703,201,178,0.8534206473105358,0.9992628940906758
539,324.3633295328961,200,178,0.8533854963333385,0.9992590536162804
540,324.35435562053266,200,178,0.8533698669285299,0.9992650563317583
541,324.34068656529524,198,177,0.8533462367078064,0.9992719095378025
542,324.3292969644904,199,177,0.8533146607932238,0.9992623454508412
543,324.3180345350676,196,178,0.8532879645488178,0.9992578120273203
544,324.307032245359,196,178,0.8532686246263178,0.9992610683456389
545,324.2959665834755,194,178,0.8532448199609838,0.9992595644089793
546,324.2864262449646,195,178,0.8532245626367845,0.9992573876722551
547,324.27449698292565,194,178,0.8531961723192835,0.9992534020363311
548,324.26384473092503,196,178,0.8531680335112068,0.9992458455431827
549,324.25323432598327,196,178,0.8531412695414673,0.9992397992715055
550,324.24266103357957,196,178,0.8531174969945616,0.9992371000685781
551,324.23212308251163,196,177,0.8530960040783095,0.999237042717026
552,324.22167054675856,195,177,0.853076943698121,0.9992403593640885
553,324.21252369876123,196,177,0.8530620462666397,0.9992460381513091
554,324.2011882874594,195,177,0.8530375461805789,0.9992495408600762
555,324.19103285765203,196,177,0.8530089036431462,0.9992453999606954
556,324.1809171156784,196,176,0.85297797872494,0.9992392022864203
557,324.17084515250116,196,175,0.8529482606840262,0.9992348074625951
558,324.1608085058719,195,175,0.8529208465771636,0.9992334492102123
559,324.15080264428053,195,176,0.8528948493474894,0.9992341999117849
560,324.14082534171786,195,174,0.8528686662873854,0.9992353658258997
561,324.13393368835864,193,174,0.8528637839782742,0.9992487638336636
562,324.1261094301954,193,174,0.8528578912805473,0.9992625011421887
563,324.11216266210806,191,173,0.8528297693322076,0.9992690715537946
564,324.1053457011525,192,173,0.8528112458574847,0.9992652479576447
565,324.09674346302694,192,173,0.8527808125551843,0.9992545613752308
566,324.0838655405849,191,172,0.8527388148391869,0.9992451729740371
567,324.0743368031399,190,171,0.8527058558711875,0.9992363157438964
568,324.065003370373,190,170,0.8526766026960013,0.9992319838354821
569,324.06177960504675,190,170,0.8526759501472171,0.9992425687753825
570,324.0530005352439,190,170,0.8526603249035596,0.999255749168109
571,324.03920767508276,188,168,0.8526211128083696,0.9992602334584749
572,324.02982006257696,189,168,0.8525794148761329,0.999249404074328
573,324.0211834514655,188,168,0.852540201303982,0.9992389031852899
574,324.01260165021614,189,167,0.8525038611265556,0.9992329055405799
575,324.00400650567747,190,167,0.8524695927837551,0.9992302886850608
576,324.00232614967274,189,167,0.852462813178098,0.9992390600107086
577,324.0041269121486,189,166,0.8524744488279535,0.9992594350501883
578,324.00028428539565,188,166,0.8524691997044294,0.9992813478717337
579,323.99378861921497,186,166,0.8524383996760707,0.9992859233306267
580,323.9824154451827,185,166,0.8523822277959376,0.9992796052383423
581,323.9651337648759,185,165,0.8523060196286116,0.999270707245675
582,323.9461053728414,184,165,0.8522182136318321,0.9992557724006171
583,323.9379446054303,187,165,0.8521604076546752,0.9992416497575861
584,323.9298439957716,188,165,0.8521123540530978,0.9992381028132274
585,323.92181368518396,187,165,0.8520772638527434,0.9992472892991296
586,323.91379018279054,186,164,0.8520377764933968,0.99925207194329
587,323.90581391556293,185,164,0.851998956923937,0.9992567305348198
588,323.9015742509752,185,164,0.8519754008835551,0.9992646370947122
589,323.8902853211359,185,165,0.8519340698784494,0.9992720622087101
590,323.88244288122746,183,165,0.85189124011203,0.9992673824665055
591,323.87469224223787,182,165,0.8518468769560408,0.9992607578879131
592,323.87209072754877,182,166,0.8518271208470609,0.9992657189135641
593,323.8685484992618,181,166,0.8518050359240521,0.9992717939264175
594,323.86143240278835,181,166,0.8517721431924863,0.9992779275470491
595,323.8507210829486,181,166,0.8517242526141923,0.9992787821669404
596,323.837229936379,180,167,0.8516649194869379,0.9992756742734874
597,323.82991516050805,180,167,0.851619137857156,0.9992686742945402
598,323.82275096771093,180,167,0.8515769789285479,0.9992655671888939
599,323.81563879432724,180,167,0.8515362578469976,0.9992636980271455
600,323.80857726845034,180,167,0.8514978291541472,0.9992639457502897
601,323.80156698895223,180,167,0.851461316857409,0.9992658335044179
602,323.7946316686171,179,167,0.8514279716654387,0.9992707596767257
603,323.78775766863833,179,167,0.851393436428568,0.9992737942091667
604,323.7809399326823,179,167,0.8513574753996427,0.9992746044569968
605,323.77418023037745,179,167,0.85132121885556,0.9992743786990621
606,323.7674799213412,179,167,0.8512857159266791,0.999274217895612
607,323.76083875275395,179,167,0.8512515214282574,0.999274680541171
608,323.7542560094495,179,167,0.8512186887993658,0.9992757751248287
609,323.74773101232944,179,167,0.851186989430894,0.9992772021089196
610,323.7412628449733,179,166,0.851156158285644,0.9992786248755524
611,323.73485019893735,179,165,0.8511260440200399,0.9992798354009765
612,323.7284914745195,179,165,0.8510966393604389,0.9992807879315191
613,323.7221848816205,179,165,0.8510680319737729,0.9992815450130292
614,323.71592846805123,180,165,0.8510403347854578,0.9992822007317869
615,323.7194168150209,181,165,0.8510501987910106,0.9992943178004652
616,323.7229572620019,178,164,0.8510614285004445,0.9993075620755674
617,323.7195753075916,178,164,0.8510521643821065,0.9993191465454456
618,323.70918684842627,178,164,0.8510158594908488,0.9993216662086173
619,323.69181165934936,178,164,0.8509553447585231,0.9993181989151042
620,323.6833562616252,177,164,0.8509095602354801,0.9993030480445235
621,323.6783238648305,180,163,0.8508731106105956,0.9992868308095944
622,323.6733567961939,185,163,0.8508439941875399,0.9992774897790767
623,323.6683994560366,186,162,0.8508232546911292,0.9992761758740762
624,323.6634463027713,185,162,0.8508079882059811,0.9992797477253161
625,323.6585106447571,185,162,0.8507945309360768,0.9992842403111101
626,323.6535945663649,183,161,0.850780587862916,0.9992871559030765
627,323.64870867919257,181,162,0.8507674876016151,0.9992903002455411
628,323.6438494150849,180,162,0.8507548336119364,0.9992931352246612
629,323.6396469497297,179,162,0.8507447097532974,0.9992967312332816
630,323.6377196708609,179,162,0.8507390961427361,0.9992984873031916
631,323.63308308515053,177,162,0.8507303184708737,0.9993059617484013
632,323.6262467616347,178,162,0.8507140560332743,0.9993125417759354
633,323.62066243274637,176,162,0.8506900514351629,0.9993057442948163
634,323.6160956934945,177,162,0.8506638450011401,0.9992925845599183
635,323.61158505078583,178,162,0.8506404625379409,0.9992816728200007
636,323.607101609975,181,161,0.8506235012888783,0.9992769297437147
637,323.60267996985755,181,161,0.8506166875752516,0.9992821528454824
638,323.5983436156929,179,161,0.8506133467777075,0.9992900891507791
639,323.594017245464,177,160,0.85060700445915,0.9992942646341763
640,323.58968334380654,176,159,0.8505994009142341,0.999296804756804
641,323.58536328352835,175,159,0.8505864956075606,0.9992933700020151
642,323.58107138323913,176,159,0.8505715931222279,0.9992875522307886
643,323.5768050953183,176,159,0.8505568117442879,0.9992813666633374
644,323.5725659035061,175,159,0.8505451970242215,0.9992779929075446
645,323.5683544140398,175,158,0.8505382091843082,0.9992786195391209
646,323.56416560201336,175,157,0.8505313726714439,0.9992790547204651
647,323.5599989868215,174,155,0.8505266045629576,0.9992810826055458
648,323.5558561186663,174,155,0.850520405140949,0.9992811784882755
649,323.5517367359196,174,154,0.850512398025042,0.9992791020770473
650,323.5476436266174,173,153,0.8505040245079604,0.9992764758266685
651,323.5435774774416,174,153,0.8504960108649449,0.9992741793096355
652,323.53953779994913,173,153,0.8504887110964275,0.9992726644976201
653,323.5354946359734,173,153,0.8504860582829943,0.9992751776105526
654,323.53195569471575,172,153,0.8504927787891341,0.9992835510914306
655,323.52735530083174,171,152,0.8504894588924397,0.9992839131252587
656,323.52330988536073,171,152,0.8504834918496973,0.9992803850699181
657,323.51931480494125,169,152,0.8504820195002867,0.9992831562530246
658,323.5181131350198,170,152,0.8504858426933628,0.9992845047864107
659,323.5138397567435,171,152,0.8504774546852357,0.9992830331820544
660,323.5076471677574,169,152,0.8504597599308781,0.9992782110642918
661,323.5050955750059,171,152,0.8504515381338282,0.9992744829794014
662,323.50007848751363,173,152,0.8504366220147053,0.9992726668734616
663,323.4962769434504,172,152,0.8504231081988733,0.9992694929071249
664,323.4932281499707,173,152,0.8504190822414224,0.9992759303224458
665,323.48941054381555,171,152,0.8504116246934923,0.9992819911598503
666,323.48521477785414,168,152,0.8503949298389116,0.9992796588643795
667,323.48148167269795,170,152,0.8503725160154549,0.9992703604081307
668,323.47776530634644,173,153,0.8503491697073118,0.9992608946712954
669,323.4740575540299,177,153,0.8503284980137846,0.9992552748995592
670,323.4703394534627,179,153,0.8503110544803363,0.9992541369669508
671,323.46661396157316,176,153,0.8502972222532076,0.9992576198670904
672,323.46289174386595,175,153,0.8502845196408899,0.999262854266714
673,323.45915523892467,174,152,0.8502675215511488,0.9992642807387777
674,323.4553993356528,172,152,0.8502471969192724,0.9992629941896856
675,323.4516257820011,172,152,0.8502250535117319,0.9992606624160204
676,323.4478352868148,172,152,0.8502023973346995,0.9992587288618627
677,323.4440264548197,172,152,0.8501798530844067,0.9992578819494023
678,323.4401982604557,172,152,0.8501573791477586,0.9992580696876127
679,323.4363531855354,171,152,0.8501352740931203,0.999259647586049
680,323.4325005290287,170,152,0.8501126832917945,0.9992617935626049
681,323.4323422775123,170,152,0.8501069689866717,0.9992718983345966
